sent_rating,processed_text_stem_NoStopwords,data
positivo,mídia carregada reconhecimento voz liga desliga aparelho assistent pessoal pena traz cafezinho,2021-12-07 00:00:00
positivo,dispensa comentário produto muita qualidad excelent eficácia recomenda compra ninguém arrepend ótima qualidad som reconhecimento voz,2021-07-02 00:00:00
positivo,alexa aliada produto casa inteligent lâmpada tomada control remoto torna dia dia prático cômodo facilidad solicitaçõ informaçõ diversa curiosidad música,2021-04-22 00:00:00
negativo,havia comprado alexa geração 3 gostei comprei echo dot alexa geração 4 infelizment veio reconhecimento voz comando ruin prescisa quas gritar ouvir comando som apesar propaganda superior geração 3 realidad piorou,2021-03-17 00:00:00
positivo,áudio gostoso 4ª geração alexa comando rápido sincronizei smart home funcionado perfeitament satisfeito,2021-03-09 00:00:00
positivo,som reconhecimento voz bon única desvantagem manter tomada,2022-01-31 00:00:00
positivo,ótimo produto super satisfeito pudess coisinha boba cabo energia branco cor escolhi produto poderia cor preta básica,2021-07-17 00:00:00
positivo,feliz produto reconhecimento voz eficient som volum fica grave detalh produto show senti comando pra ligar ps4 diferent pro usuário xbox pronto,2021-07-03 00:00:00
positivo,ótimo produto qualidad preço acessível acabamento super expectativa parabén,2021-07-20 00:00:00
negativo,som realment limpo distorc ouv atend chamada entend confund palavra pede-s comparado echo 3a geração ficou aquém,2020-12-21 00:00:00
positivo,maravilhosa ouço dia inteiro dia feliz dei cd precisamo alexa musica voce pedir horario piada clima.compraria tivess desconto present incrivel,2021-06-28 00:00:00
positivo,super expectativa inteligência artifici inteligent rs grata surpresa ajuda informaçõ música control iluminação inteligent qualidad som volum surpreenderam positivament baita produto,2021-04-09 00:00:00
positivo,necessidad alexa comprá-la incrível interatividad massa vale pena centavo vale,2021-12-22 00:00:00
positivo,gostei produto ficou bonita realment escuta 3ª geração gritant diferença som melhor executa rapido comando ouv,2020-12-31 00:00:00
positivo,ouv echo vídeo geração 5 surdinha pensei respond cerca 8 metro,2021-09-25 00:00:00
positivo,prático apaixonada explorado inúmero recurso,2021-12-21 00:00:00
negativo,apesar surda respond pergutamo muita linda compensa digamo apresent problema falant xiando substituida problema persist falant horrivei pessimo,2021-05-13 00:00:00
positivo,mídia carregada echo dot pequeno surpreend capacidad qualidad som usando pouco dia gostando recomendo,2022-03-11 00:00:00
negativo,echo dot defeito afirmado suport amazon garantia conseguem proeza enviar email falando garantia desorganização conferiram justiça hoje acionei pequena causa,2021-10-13 00:00:00
positivo,ótima qualidad Oq gostei fato aparelho possuir saída áudio opção entrada possuindo maneira conexão deu vacilo ótima aparelho recomendo,2021-02-06 00:00:00
positivo,amamo alexa tinha dificuldad supermercado sozinho esquecia alexa lembra varia faceta realiza La casa vou comprar menino amaram alexa familia,2021-04-08 00:00:00
positivo,gostei produto conhecia surpreendi criança adoram decepcion suportar usuário separando tarefa lista casa,2021-07-01 00:00:00
positivo,extremament útil excelent assistent pessoal melhor foss fio,2021-07-22 00:00:00
positivo,sensacion único arrependimento pego 2 promoção,2020-12-24 00:00:00
positivo,melhor esperava ótimo entendimento voz comando varia skil legai ajudam dia dia jogo gostei incrível achei vc acaba acostumando gostando,2021-10-13 00:00:00
positivo,comprei present filho amei casa ta dando briga brinca pedi entrega expressa precisava chegass dia 12/02 pedi dia 04/02 surpresa chegou dia 06/02 rápido,2021-02-25 00:00:00
positivo,mídia carregada amei tecnologia interação conexão aparelho casa inteligent sensacion amei único defeito conseguir utilizar tomada dependendo bateria externa,2021-07-01 00:00:00
positivo,qualidad som melhor esperava dot pequeno assistent percebe-s melhorar funçõ recurso fica melhor experiência uso dispositivo conversam assistent lâmpada switch aceitam comando voz,2021-01-09 00:00:00
positivo,mídia carregada ótimo produto reconhecimento voz requer chamada costum tbm som dimensiona ambient resposta rapida reconhecimento tamanho torna discreto ambient,2020-12-23 00:00:00
positivo,amando echo dot 4a geração qualidad som incrível ouvi ouvi tirando reclamar,2020-11-26 00:00:00
positivo,som fácil usando voz qualidad som único fraco volum 10 altura ambient fechado pequena ouvir música ambient resolv gostando,2022-01-07 00:00:00
positivo,melhor aquisiçõ alexa alto padrão qualidad beleza entrega surpreendent rápida satisfação comprar amazon,2020-12-07 00:00:00
negativo,adorei alexa comprei present noivo pena termin comigo devolv pior parcelei cartão t.tma qualidad funcionalidad sensacion apesar testado 1 dia,2021-12-09 00:00:00
positivo,saída som potent deixando qualidad som reconhecimento voz alexa estiv falar entend ótimo criar alarm lembret ouvir música game,2021-06-12 00:00:00
negativo,troquei modelo antigo poe arrependido geração fraca precisa repetir quas ouça estressa atrapalha recomendo alexa geração melhor,2021-02-18 00:00:00
positivo,optei comprar versão 4ª geração causa diferença versõ arrependi amando vou adquirir excelent custo-benefício acredito seja melhor opção início aquisição iten montar casa inteligent,2021-04-07 00:00:00
positivo,echo dot geração surpreendeu sentido possuem equipamento interagem tecnologia torna incrível facilitadora,2020-12-11 00:00:00
positivo,mídia carregada amei tb pequena echo 3a geração amooooo,2021-07-15 00:00:00
positivo,época comprei paguei barato black friday deixo dia unico ruim escuta dependendo distancia arrependo compra,2022-01-02 00:00:00
positivo,equipamento echo 3 peguei 4 satisfeito enviarem carregador branco echo preta complica impact negativament uso produto,2021-07-06 00:00:00
positivo,precisa opçõ compatibilidad aparelho eletrônico casa inteligent fabricant TV aplicativo expansão tipo aparelho compatívei philco alexa escuta toca música,2021-06-30 00:00:00
negativo,tinha modelo antigo satisfeito comprei sabendo tinha benefício pior ouvir ficar berrando alguma som ambient acontecia modelo anterior,2020-12-14 00:00:00
positivo,gostei alexa produto comprei achei funcionalidad ótima nenhum problema reconhecimento voz som explorei gostei aquisição,2021-12-23 00:00:00
positivo,mídia carregada dispositivo foss pra melhorar nele microfon seja volum 8 praticament reconhec voz gritar tirando peculiaridad resto,2021-03-23 00:00:00
positivo,amo echo dot sabem surda trabalho feito qualidad som esper super caixa som ouvir volum som fica estranho design lindo cor azul charm,2021-04-08 00:00:00
positivo,mídia carregada comprei echo dot 3a geração promoção ano gostei comprei geração seguint promoção arrependi aprend adivinhar skill ficar melhor,2022-03-05 00:00:00
positivo,contato alexa echodot gostei ajudando organização produtividad sinto interação algum app email ler respond email alexa,2020-12-20 00:00:00
negativo,funcionass há dia nao atend nenhum comando rotina embaralha informaçõ reconhec voz corretament considerando devolv aplicativo samsung,2020-12-07 00:00:00
positivo,son equilibrado volum distorc acredito proposta dot seja reconhec voz entonação voz linda combina ambient,2021-05-05 00:00:00
negativo,microfon capta comando som volum alto-falant imped microfon funcionar som echo apresenta chiado frequência média aguda,2020-12-30 00:00:00
positivo,surpreendent incrível ode útil aparelho qualidad som caixa superior som melhor pra suprir ambient pequeno show,2021-06-22 00:00:00
positivo,adorando reclamar conect lâmpada wifi atend comando casa filha 3 ano consegu pronunciar palavra alexa consegu acessá-la momento,2021-04-26 00:00:00
negativo,reconhecimento voz funciona som aumenta abaixa solicitação trocar amazon deixa opção devolução,2021-07-03 00:00:00
negativo,modo produto única important incomoda ouv direito chamar vária sinal vida,2021-01-09 00:00:00
positivo,ajuda dia dia alexa aprovadíssima ligo troco luze ar condicionado ventilador TV enfim consigo dela ótimo produto,2020-12-29 00:00:00
positivo,incrível modo despertador acab energia funciona alimentada acorda jeito som limpo alto design combina entrega amazon sensacion,2021-07-22 00:00:00
positivo,sucesso casa fica sala reconhec voz casa som limpo comprei branca hoje problema sujeira produto,2021-06-16 00:00:00
negativo,conecta iphon melhor android difícil conexão bluetooth spotfi premium(dua pessoa mesma conta funciona comprei simpl acho melhorar perd comando,2021-06-26 00:00:00
positivo,apaixonada irei comprar mim pq present sobrinho amou super recomendo,2021-06-03 00:00:00
positivo,visual elegant discreto echo dot excelent atributo alexa família espalhada casa automatização luze tv ar-condicionado portão,2020-12-23 00:00:00
positivo,modo meditação dormir limitado há variação meditaçõ guiada longo dia torna exercício sacal direcionando celular uso youtub outro dispositivo comprei aparelho ajudar relaxar dormir atendendo expectativa,2021-03-06 00:00:00
positivo,novament rotina extensa estudo programação funçõ organização alexa sido mão roda horário estudo reuniõ prazo entrega trabalho estudo,2021-06-25 00:00:00
positivo,som dela mesma devemo exigir voz grave volum alto único negativo conexão dispositivo recurso maravilhoso rápido,2021-06-23 00:00:00
positivo,reconhecimento voz falha qualidad som excelent suport prestado amazon atendeu rápida problema configurar controla lâmpada quas perfeita adição,2021-07-08 00:00:00
positivo,maravilhoso preço processo compra rapidez entrega echo sensacion ajuda tarefa diária som potent limpo velocidad processamento resposta espantoso satisfeito compra,2021-06-11 00:00:00
positivo,mídia carregada amei super recomendo ótimo produto pretendo comprar ecoshow amazon poderia ecoshow present ️ amazôn prime amo viuh tô querendo fire tv eco show amazôn nota bb,2021-06-30 00:00:00
positivo,recomendo uso qualidad som compatível spotifi nao necessária assinatura amazon prime criação lista compra lembret rotina ajudam dia dia skill legai ate pra jogar bingo kkk,2021-04-29 00:00:00
positivo,precisa melhorar qualidad som falando há barulho pi pi pi fala fundo Vi problema amigo som acho tinham remov,2021-04-08 00:00:00
positivo,legal alexa pouco descubro jeito vou gostando lâmpada inteligent acho ótimo controlar casa música lembret previsão,2021-10-02 00:00:00
positivo,único problema dela trocar casa equipamento inteligent,2021-06-16 00:00:00
negativo,achei foss melhor presenteada decepcionei reconhecimento voz ok modo sono ok qualidad som jbl melhor gostaria chamada pra alexa,2021-11-12 00:00:00
positivo,som potent echo dot 3ª geração funciona basicament igual vantagen assistent pessoal alexa útil lembrar tarefa informaçõ gerai timer música etc. vale pena,2021-07-16 00:00:00
positivo,imaginei hauahauahauh mt uso vária rotina vária integraçõ apesar tamanho som alto muita qualidad,2021-06-04 00:00:00
negativo,echo dot 3 geração apesar 4 geração melhor qualidad som ficou pior reconhecimento voz chegou absurdament alexa 2 quarto distancia ouvir voz frent,2021-02-11 00:00:00
positivo,gosto echo pouco conectando coisa internet coisa crescendo utilidad uso skill spotifi pra tocar música adorei produto recomendo,2022-01-14 00:00:00
positivo,queria algum alexa deixou desejar escuta direitinho comando áudio excelent muita funçõ praticidad dia feita materi rígido pesadinha imaginei,2021-05-24 00:00:00
positivo,produto super espectativa ajuda skill deixando aparelho personalizado sendo necessário precisar mão olhar celular bastando pedir alexa sensacion objetivo deixar casa automatizada,2021-05-24 00:00:00
positivo,excelent produto troquei alexa 3 geração 4a causa design melhor escolha fiz,2021-06-25 00:00:00
